,0,1,2
105,0.000569462,0.000875377,0.4621163
106,0.004074137,0.006089721,0.462074934
107,0.003352651,0.003981267,0.462095851
108,0.006985517,0.005360589,0.462056173
109,0.002299544,0.001280811,0.462111708
110,0.00249412,0.001553284,0.462110367
111,0.002314514,0.001249839,0.462111716
112,0.003981035,0.003313948,0.462096055
113,0.004365712,0.007425779,0.462058793
114,0.002263133,0.001401621,0.462111584
115,0.000991405,0.000472487,0.462116209
116,0.002547971,0.002155234,0.462108398
117,0.001058531,0.001122188,0.462115286
118,0.002848325,0.001787121,0.462108265
119,0.002766731,0.00174753,0.462108735
120,0.002842167,0.002396466,0.462106287
121,0.005275806,0.006961084,0.46205715
122,0.008871157,0.006415941,0.462022872
123,0.000556166,0.000388608,0.462116795
124,0.001715543,0.001237929,0.462113637
125,0.005916403,0.004250868,0.462075413
126,0.00055617,0.0008284,0.462116374
127,0.002698558,0.001940888,0.462108467
128,0.000488785,0.000271352,0.462116911
129,0.003123653,0.0025272,0.46210446
130,0.002301877,0.00103409,0.462112149
131,0.002226549,0.000804479,0.462112749
132,0.00237375,0.001607881,0.462110693
133,0.005817894,0.007824995,0.46204237
134,0.008150405,0.005856003,0.46203793
135,0.005102053,0.006505082,0.462063399
136,0.007527832,0.012180438,0.461955849
137,0.005376402,0.006152296,0.46206465
138,0.000988185,0.000583761,0.462116121
139,0.000803024,0.001314039,0.462115292
140,0.000620983,0.000561514,0.462116606
141,0.003724077,0.004403565,0.462090998
142,0.000896031,0.000666753,0.462116176
143,0.000798549,0.000846571,0.462116092
144,0.00072303,0.000691457,0.46211637
145,0.002821836,0.003778333,0.462099667
146,0.000564825,0.000374442,0.462116796
147,0.002581538,0.001909834,0.462109047
148,0.002417903,0.001707589,0.462110266
149,0.005155053,0.007705363,0.462049554
150,0.003414336,0.002999152,0.462100914
151,0.003080927,0.001906327,0.462106834
152,0.002525832,0.002931936,0.462105379
153,0.001051851,0.00058528,0.462116018
154,0.00282591,0.001798694,0.462108332
155,0.003165934,0.002843586,0.462102915
156,0.001752044,0.001122184,0.462113753
157,0.000579964,0.000811144,0.462116375
158,0.000542127,0.000480781,0.462116744
159,0.001265856,0.000704576,0.462115507
160,0.000983663,0.000622987,0.462116091
161,0.000657021,0.001122189,0.462115827
162,0.002583537,0.001894596,0.462109085
163,0.003105384,0.002983495,0.462102572
164,0.003679108,0.002947269,0.46209968
165,0.001924794,0.001355551,0.462112798
166,0.002070042,0.003829564,0.462102253
167,0.002610547,0.002704771,0.462106044
168,0.003493233,0.005851123,0.462080633
169,0.002796171,0.00195784,0.462107994
170,0.00234976,0.00154674,0.462110933
171,0.002467921,0.001866489,0.462109627
172,0.005309788,0.004708021,0.462077549
173,0.003335685,0.003316624,0.462099755
174,0.004202049,0.005838189,0.462076461
175,0.000645168,0.000386077,0.462116713
176,0.002942975,0.002155732,0.462106691
177,0.002587124,0.001398965,0.462110354
178,0.002606685,0.001637681,0.462109704
179,0.002400899,0.001941509,0.462109659
180,0.002471012,0.001218254,0.462111188
181,0.005513402,0.01172475,0.461985095
182,0.005000803,0.002490213,0.462092611
183,0.002699817,0.002071791,0.462108049
184,0.002845453,0.001984706,0.462107692
185,0.000411397,0.000478763,0.462116844
186,0.005030164,0.003756614,0.462086157
187,0.002816458,0.002900951,0.4621043
188,0.003025302,0.002375972,0.462105519
189,0.002945292,0.003122411,0.462102667
190,0.002428766,0.001256988,0.462111275
191,0.003685435,0.002682183,0.462100817
192,0.005846643,0.006019699,0.462061769
193,0.002324708,0.001104238,0.462111948
194,0.007907523,0.015124495,0.461887954
195,0.005792765,0.009326185,0.462022342
196,0.001462357,0.001197233,0.462114348
197,0.00264177,0.001678994,0.462109451
198,0.002077034,0.001593878,0.462111766
199,0.002147402,0.001319647,0.462112161
200,0.004457966,0.00753387,0.462056881
201,0.002705336,0.001732768,0.46210904
202,0.002305495,0.000923544,0.462112306
203,0.000363549,0.000485809,0.462116868
204,0.003217993,0.001560031,0.462107099
205,0.004617687,0.003328698,0.462091672
206,0.002512028,0.001124028,0.462111201
207,0.000833963,0.000660975,0.462116267
208,0.002269264,0.00114544,0.462112075
209,0.001460037,0.001504933,0.4621137
210,0.005049325,0.008331264,0.462042506
211,0.002450113,0.001891182,0.462109623
212,0.00339183,0.004027792,0.46209535
213,0.003397969,0.002671407,0.462102464
214,0.002640777,0.001813336,0.462109087
215,0.002780793,0.00251628,0.462106096
216,0.002558944,0.001284302,0.46211071
217,0.005434751,0.004649743,0.462076921
218,0.003831164,0.004408778,0.462090326
219,0.000478435,0.000462686,0.462116809
220,0.003391373,0.003361449,0.462099225
221,0.00250826,0.00157358,0.462110262
222,0.003045456,0.002931253,0.462103105
223,0.000273148,0.000500293,0.462116902
224,0.001076062,0.00063129,0.462115933
225,0.002294082,0.001413156,0.462111448
226,0.005204587,0.007074467,0.462056485
227,0.001196989,0.000864928,0.462115442
228,0.00278594,0.002149593,0.462107419
229,0.002547306,0.001379883,0.462110557
230,0.002821113,0.002431197,0.462106249
231,0.002106923,0.000993826,0.462112889
232,0.005497111,0.008894749,0.462031154
233,0.002391757,0.001246308,0.462111437
234,0.00298519,0.00182628,0.462107526
235,0.001028578,0.000571375,0.462116068
236,0.005568946,0.008269782,0.462038968
237,0.003472661,0.003443979,0.462098344
238,0.000547465,0.000837621,0.46211637
239,0.003075662,0.00266045,0.462104151
240,0.000298611,0.00047609,0.462116909
241,0.00308167,0.002067057,0.462106328
242,0.000782134,0.000381113,0.462116562
243,0.002778904,0.002452384,0.462106354
244,0.001066955,0.000469799,0.462116088
245,0.001103096,0.00061324,0.462115904
246,0.002371743,0.001504477,0.462110953
247,0.006037961,0.009021584,0.462024457
248,0.010930039,0.00570206,0.461997599
249,0.003588413,0.00358532,0.46209692
250,0.000701509,0.000673839,0.462116413
251,0.000665886,0.000340342,0.462116717
252,0.000610021,0.000347305,0.46211677
253,0.003168306,0.003555541,0.46209932
254,0.000608314,0.00037404,0.462116756
255,0.002107685,0.000972027,0.46211292
256,0.002044045,0.001227523,0.462112686
257,0.003517681,0.003716706,0.462096561
258,0.001861547,0.000891171,0.462113807
259,0.000281479,0.000472884,0.462116919
260,0.002449872,0.001064429,0.462111546
261,0.001172452,0.000785469,0.462115591
262,0.00104544,0.000488944,0.46211611
263,0.00026229,0.000510154,0.462116898
264,0.001295013,0.000929966,0.462115158
265,0.000434046,0.000458818,0.462116843
266,0.001164171,0.000894781,0.462115462
267,0.002021821,0.001110118,0.462112973
268,0.003023676,0.002029226,0.462106728
269,0.002639328,0.001391844,0.462110155
270,0.005233176,0.008538669,0.462038266
271,0.000583337,0.000399002,0.462116764
272,0.002821398,0.002115635,0.462107377
273,0.002599333,0.001427296,0.462110241
274,0.00793748,0.005458336,0.462044165
275,0.002418688,0.001368876,0.462111083
276,0.0033882,0.003676194,0.4620975
277,0.005114525,0.005649214,0.462071482
278,0.002281695,0.001229409,0.462111874
279,0.001861547,0.000786961,0.462113945
280,0.000895591,0.0006296,0.462116215
281,0.000556137,0.000417772,0.462116777
282,0.003539956,0.003262072,0.462098933
283,0.002314952,0.001363508,0.46211148
284,0.00270098,0.001620591,0.462109354
285,0.002970688,0.001719127,0.462107892
286,0.002438203,0.002547921,0.462107376
287,0.002209537,0.00091959,0.462112653
288,0.000615907,0.000383794,0.462116743
289,0.001000273,0.000507831,0.462116167
290,0.004413149,0.005264242,0.462080043
291,0.000715066,0.000730847,0.462116335
292,0.000475675,0.000540697,0.462116749
293,0.005099498,0.0066803,0.462061602
294,0.003199949,0.003430344,0.462099849
295,0.005279106,0.006742552,0.462059479
296,0.000582898,0.000849804,0.462116322
297,0.001069214,0.000699402,0.462115873
298,0.000400037,0.000443783,0.462116876
299,0.002594681,0.001661893,0.46210969
300,0.002667888,0.002041677,0.462108281
301,0.001065393,0.000454501,0.462116102
302,0.002282786,0.001529061,0.46211122
303,0.003218618,0.003793367,0.462097692
304,0.002253603,0.001502404,0.462111388
305,0.000745792,0.000857533,0.462116141
306,0.000693835,0.00076183,0.462116322
307,0.003613336,0.004014412,0.462094214
308,0.002427833,0.001459422,0.462110846
309,0.002645382,0.002133083,0.462108075
310,0.002960441,0.001574958,0.462108314
311,0.005466779,0.008845671,0.4620321
312,0.000475536,0.000364917,0.462116875
313,0.002465566,0.002206878,0.462108546
314,0.000387498,0.00044123,0.462116886
315,0.002674075,0.001709868,0.462109234
316,0.002829498,0.001822483,0.462108249
317,0.002587377,0.001570396,0.462109953
318,0.002964401,0.001862523,0.462107518
319,0.003427677,0.003999129,0.462095338
320,0.003472963,0.002581233,0.462102431
321,0.00052692,0.000600688,0.462116655
322,0.000478986,0.000433115,0.462116829
323,0.002464005,0.001769978,0.462109918
324,0.005058626,0.004744647,0.462079325
325,0.003030103,0.002583544,0.462104687
326,0.003789916,0.003257928,0.462097513
327,0.000526186,0.00035949,0.462116838
328,0.000667667,0.000352612,0.462116709
329,0.002843149,0.001680958,0.462108578
330,0.000628638,0.000374967,0.462116736
331,0.001065849,0.000560801,0.462116016
332,0.002271165,0.001160157,0.462112042
333,0.002401666,0.001234501,0.462111422
334,0.001123028,0.000932897,0.462115481
335,0.00144917,0.001247928,0.462114281
336,0.002470604,0.001059891,0.462111473
337,0.002224158,0.001102895,0.46211231
338,0.000596386,0.000385266,0.462116761
339,0.002793691,0.001683505,0.46210879
340,0.00063307,0.00072803,0.462116425
341,0.002321697,0.001124152,0.462111924
342,0.002269756,0.001042198,0.462112251
343,0.002252886,0.001314721,0.462111806
344,0.002231863,0.001400334,0.462111697
